accident_id,latitude,longitude,state,zone_name,hour,,light_condition,speed_limit,vehicles_involved,injuries_count,fatalities_count,accident_severity,random_noise_column,weather_dust,weather_fog,weather_hail,weather_overcast,weather_rain,traffic_density_low,traffic_density_medium,road_type_rural road,road_type_state highway,road_type_urban road,cluster,dbscan_cluster,level,Date,Time
a017025,30.831359,75.913811,punjab,ludhiana,19,,darkness - lights lit,50,2,3,0,high,-0.142158753,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,0,High,15-06-2018,Morning
a017026,18.518944,73.843665,maharashtra,pune,13,,daylight,60,2,3,0,high,0.7719144526284524,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,0,Medium,21-08-2020,Evening
a017027,23.255327,77.438048,madhya pradesh,bhopal,13,,daylight,60,2,1,3,high,-1.155762556,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,0,High,23-08-2022,Afternoon
a017028,23.014336,72.557526,gujarat,ahmedabad,8,,daylight,80,4,6,1,high,-1.155610579,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,Medium,02-10-2024,Evening
a017029,25.620509,78.984138,uttar pradesh,coimbatore-lucknow corridor,22,,darkness - lights lit,50,1,0,0,low,-0.288544464,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,High,25-04-2017,Morning
a017030,11.033405,76.967655,tamil nadu,coimbatore,14,,daylight,60,1,2,0,medium,-0.176700465,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,Low,11-01-2017,Morning
a017031,11.009068,76.954746,tamil nadu,coimbatore,11,,daylight,30,2,0,0,low,-1.045239657,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0,0,Low,24-11-2023,Night
a017032,21.1383,72.824425,gujarat,surat,16,,daylight,80,4,0,1,high,0.2336849646965317,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,2,0,Medium,01-08-2024,Morning
a017033,21.212573,72.877173,gujarat,surat,8,,daylight,30,2,4,1,high,0.6893473227180602,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,0,Medium,02-05-2021,Night
a017034,11.011606,76.971905,tamil nadu,coimbatore,11,,daylight,40,3,2,0,low,1.1885545493889462,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,Low,26-01-2021,Afternoon
a017035,22.981335,72.537828,gujarat,ahmedabad,6,,daylight,30,1,0,0,low,0.571819465,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,0,Medium,18-10-2017,Afternoon
a017036,21.154905,72.854939,gujarat,surat,19,,darkness - lights lit,50,3,1,0,low,0.1519252471234095,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,0,Medium,18-06-2016,Morning
a017037,26.9265,75.758865,rajasthan,jaipur,1,,darkness - lights lit,40,1,0,0,low,-0.02592965,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,0,High,19-08-2018,Night
a017038,17.502942,82.533311,telangana,visakhapatnam-hyderabad corridor,22,,darkness - lights lit,80,2,1,0,high,1.2263301890504972,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,Low,20-01-2021,Morning
a017039,21.154445,79.118226,maharashtra,nagpur,10,,daylight,30,2,0,0,low,0.080384173,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,0,High,15-02-2025,Evening
a017040,20.049475,79.21313,various,rural area,4,,darkness - lights lit,100,2,0,0,medium,-0.654244946,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,0,Medium,08-10-2022,Afternoon
a017041,19.066764,72.851469,maharashtra,mumbai,15,,daylight,100,3,3,1,high,0.273735766,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,0,Medium,19-03-2016,Morning
a017042,23.016005,72.565824,gujarat,ahmedabad,13,,daylight,60,1,1,0,medium,-1.321172166,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,2,0,Medium,29-11-2021,Evening
a017043,16.295315,79.736498,various,rural area,22,,darkness - lights lit,120,4,0,0,medium,0.390777258,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,Low,10-02-2025,Evening
a017044,19.238465,72.991966,maharashtra,thane,21,,darkness - lights lit,30,4,1,0,low,0.3653634630847003,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,0,Medium,07-04-2016,Morning
a017045,44.57347773963762,101.31418815563592,rajasthan,jaipur-coimbatore corridor,20,,darkness - lights lit,30,1,2,0,low,0.4789086730967634,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,-1,High,29-01-2025,Morning
a017046,19.21061,72.949134,maharashtra,thane,20,,darkness - lights lit,50,6,2,0,low,0.123142642,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,0,Medium,06-04-2016,Morning
a017047,20.359785,85.646669,various,rural area,8,,daylight,30,2,3,0,low,2.227328414883435,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,0,High,18-08-2021,Afternoon
a017048,22.327471,73.162718,gujarat,vadodara,6,,daylight,50,1,1,0,low,-0.978412792,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,2,0,Medium,11-02-2017,Morning
a017049,23.056482,72.600231,gujarat,ahmedabad,7,,daylight,100,1,2,0,high,1.3761105663429831,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,0,Medium,14-03-2018,Afternoon
a017050,28.710351,77.142991,delhi,delhi,19,,darkness - lights lit,30,2,5,0,high,0.2540679566055078,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,High,29-05-2023,Morning
a017051,11.031164,77.022364,tamil nadu,coimbatore,18,,darkness - lights lit,40,4,1,0,medium,0.6153145242713586,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,0,0,Low,20-02-2017,Morning
a017052,22.579102,75.449055,madhya pradesh,indore-vadodara corridor,19,,darkness - lights lit,100,2,1,1,high,-0.274154622,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,0,Medium,19-01-2021,Evening
a017053,29.388234,85.353664,various,rural area,9,,daylight,60,2,2,0,low,1.7862167970620066,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,-1,High,25-01-2020,Evening
a017054,23.224467,77.401209,madhya pradesh,bhopal,19,,darkness - lights lit,40,2,1,0,medium,-0.232814397,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,High,30-10-2023,Evening
a017055,13.051876,77.606537,karnataka,bengaluru,9,,daylight,40,2,0,0,low,0.3539173468487645,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,Low,01-04-2018,Evening
a017056,11.850916,73.348256,various,rural area,20,,darkness - lights lit,40,1,1,0,low,0.5948009479840514,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0,Low,28-10-2019,Night
a017057,13.10878,80.239647,tamil nadu,chennai,14,,daylight,40,2,0,0,low,-1.57171965,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,Low,12-12-2025,Afternoon
a017058,18.520932,73.867577,maharashtra,pune,9,,daylight,40,2,0,0,low,0.3987660224152669,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,0,Medium,16-10-2018,Night
a017059,20.793803,72.827036,maharashtra,surat-mumbai corridor,22,,darkness - lights lit,40,6,4,0,high,0.2677007150834204,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,Medium,07-06-2016,Morning
a017060,22.69482,75.803569,madhya pradesh,indore,8,,daylight,50,3,2,0,medium,-0.799441636,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,0,Medium,18-08-2020,Morning
a017061,17.735678,83.240464,andhra pradesh,visakhapatnam,10,,daylight,30,3,0,0,low,1.929967553904796,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,Low,28-07-2019,Afternoon
a017062,12.964561,77.568124,karnataka,bengaluru,0,,darkness - lights lit,120,3,5,1,high,-0.421085495,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,Low,06-03-2023,Night
a017063,12.995632,77.588879,karnataka,bengaluru,21,,darkness - lights lit,80,2,5,0,high,2.1569018018494788,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,Low,15-09-2023,Evening
a017064,13.095505,78.337063,tamil nadu,bengaluru-chennai corridor,21,,darkness - lights lit,100,4,4,0,medium,-1.050522447,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,Low,25-09-2020,Afternoon
a017065,21.57418,72.65434,gujarat,ahmedabad-mumbai corridor,3,,darkness - lights lit,60,4,2,0,medium,-1.886122545,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,Medium,27-06-2017,Afternoon
a017066,13.069071,80.261715,tamil nadu,chennai,16,,daylight,80,2,2,0,high,1.066327930460646,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,Low,03-09-2021,Morning
a017067,17.588119,69.111745,various,rural area,20,,darkness - lights lit,120,2,2,0,medium,-0.154998683,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2,2,Medium,05-05-2021,Afternoon
a017068,24.422215,77.082048,gujarat,delhi-ahmedabad corridor,20,,darkness - lights lit,50,4,1,0,low,0.2921390315916298,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,High,20-01-2016,Night
a017069,12.971969,77.547886,karnataka,bengaluru,12,,daylight,80,2,0,0,medium,-0.997970148,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,Low,10-07-2023,Evening
a017070,18.501383,73.903189,maharashtra,pune,21,,darkness - lights lit,120,1,1,0,medium,0.4545423089418381,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,Medium,22-03-2017,Morning
a017071,18.523263,73.843435,maharashtra,pune,10,,daylight,100,4,3,0,high,0.06774572,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,0,Medium,06-05-2019,Morning
a017072,13.125494,80.294234,tamil nadu,chennai,9,,daylight,60,2,0,0,low,0.5662692265599318,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,Low,25-03-2023,Morning
a017073,22.266618,73.221134,gujarat,vadodara,11,,daylight,60,2,0,0,medium,1.475138638800432,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,0,Medium,14-02-2018,Afternoon
a017074,12.095235,85.770152,various,rural area,8,,daylight,60,1,5,1,high,0.2087132878200385,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,Low,01-10-2019,Afternoon
a017075,23.253215,77.409144,madhya pradesh,bhopal,20,,darkness - lights lit,60,2,1,0,high,0.2036326234448623,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,0,High,03-08-2022,Evening
a017076,24.825134,77.062717,delhi,delhi-indore corridor,10,,daylight,60,2,2,0,medium,0.013806946,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,High,16-03-2023,Evening
a017077,17.662094,83.223839,andhra pradesh,visakhapatnam,17,,daylight,40,2,0,0,low,0.9017197512823844,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0,Low,05-07-2020,Evening
a017078,21.139213,72.803787,gujarat,surat,13,,daylight,100,2,1,0,medium,-1.97516277,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,Medium,23-03-2022,Night
a017079,18.856256,72.130813,various,rural area,16,,daylight,60,1,1,0,medium,0.2041786669743218,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2,0,Medium,24-11-2024,Morning
a017080,24.160684,78.332586,tamil nadu,patna-coimbatore corridor,6,,daylight,60,2,0,0,low,1.2570245464793142,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,High,09-06-2021,Night
a017081,22.56988,88.381503,west bengal,kolkata,19,,darkness - lights lit,40,2,0,0,low,-1.101351496,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,0,High,23-08-2021,Afternoon
a017082,28.715167,77.133057,delhi,delhi,6,,daylight,80,2,1,0,low,0.072810755,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,High,06-07-2023,Morning
a017083,24.7903,82.667725,various,rural area,7,,daylight,60,4,1,1,high,0.6989028642056582,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,0,High,09-09-2022,Morning
a017084,22.286698,73.202303,gujarat,vadodara,7,,daylight,120,2,1,0,medium,-1.337065066,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,0,Medium,13-09-2017,Night
a017085,19.098711,72.909448,maharashtra,mumbai,16,,daylight,50,1,0,1,medium,0.8108134352023729,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,Medium,24-03-2022,Afternoon
a017086,22.992918,72.571585,gujarat,ahmedabad,21,,darkness - lights lit,40,3,1,0,medium,0.6984032504751321,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,0,Medium,17-09-2019,Afternoon
a017087,30.905801,75.85861,punjab,ludhiana,16,,daylight,40,2,0,1,high,-1.542679025,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,0,High,01-03-2023,Afternoon
a017088,22.593527,88.366318,west bengal,kolkata,7,,daylight,40,1,0,0,low,0.043467479,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,0,High,18-07-2020,Evening
a017089,17.325694,78.476551,telangana,hyderabad,0,,darkness - lights lit,80,3,1,0,medium,-0.511409387,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,Low,24-09-2023,Morning
a017090,28.724336,77.104024,delhi,delhi,22,,darkness - lights lit,40,2,2,0,medium,0.09981389,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,0,High,25-11-2022,Morning
a017091,22.767973,75.801775,madhya pradesh,indore,17,,daylight,100,2,2,2,high,-1.820250475,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,0,Medium,08-01-2017,Afternoon
a017092,30.89629,75.839017,punjab,ludhiana,22,,darkness - lights lit,30,5,4,1,high,1.9283000357679128,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,0,High,04-04-2019,Morning
a017093,26.696286,77.247275,maharashtra,nagpur-ludhiana corridor,7,,daylight,60,2,4,0,high,-1.591885023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,0,High,24-11-2021,Afternoon
a017094,22.291895,73.184949,gujarat,vadodara,10,,daylight,100,1,0,0,medium,3.0406401037534905,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,0,Medium,19-03-2020,Morning
a017095,10.984363,76.93064,tamil nadu,coimbatore,13,,daylight,50,3,3,0,high,0.2582192601194421,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,Low,03-10-2020,Afternoon
a017096,26.943103,75.771856,rajasthan,jaipur,9,,daylight,80,2,3,0,low,0.5965235400692565,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,High,05-10-2019,Night
a017097,25.588092,85.10114,bihar,patna,19,,darkness - lights lit,50,1,0,0,low,2.3521543567376573,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,0,High,31-12-2018,Night
a017098,21.207646,72.79789,gujarat,surat,3,,darkness - lights lit,80,2,6,0,high,0.7287970182770618,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,0,Medium,24-05-2019,Night
a017099,13.009892,76.961829,karnataka,coimbatore-bengaluru corridor,19,,darkness - lights lit,40,2,1,0,medium,-0.92414054,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,Low,15-12-2022,Afternoon
a017100,17.385061,78.482936,telangana,hyderabad,10,,daylight,40,3,3,0,high,-0.326743246,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,Low,08-04-2017,Evening
a017101,21.407478,75.036121,various,rural area,19,,darkness - lights lit,80,3,1,0,medium,0.953060103,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,0,Medium,22-07-2018,Morning
a017102,23.241209,77.455248,madhya pradesh,bhopal,20,,darkness - lights lit,100,3,0,1,high,-0.548420843,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,High,29-04-2022,Afternoon
a017103,21.138295,79.101352,maharashtra,nagpur,20,,darkness - lights lit,60,2,1,0,low,0.078331204,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,0,High,05-10-2018,Night
a017104,26.921894,75.822933,rajasthan,jaipur,7,,daylight,80,2,1,0,medium,-0.064246708,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,0,High,08-12-2024,Afternoon
a017105,17.364921,78.460414,telangana,hyderabad,20,,darkness - lights lit,40,4,5,1,high,-0.988717442,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,Low,09-12-2019,Afternoon
a017106,17.691362,83.241549,andhra pradesh,visakhapatnam,20,,darkness - lights lit,80,1,0,0,low,-0.116280921,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,Low,15-08-2019,Afternoon
a017107,22.056023,74.174951,maharashtra,nagpur-ahmedabad corridor,4,,darkness - lights lit,30,2,1,0,low,-1.489505014,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,Medium,25-03-2017,Evening
a017108,22.967017,72.579233,gujarat,ahmedabad,17,,daylight,120,2,3,0,medium,-2.409754078,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,Medium,24-03-2023,Morning
a017109,12.946801,77.634389,karnataka,bengaluru,13,,daylight,60,3,0,0,medium,-0.381860159,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,Low,27-02-2022,Night
a017110,23.277522,77.365091,madhya pradesh,bhopal,21,,darkness - lights lit,50,2,4,1,high,-1.966318307,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,High,04-02-2016,Morning
a017111,10.988818,77.000928,tamil nadu,coimbatore,21,,darkness - lights lit,40,1,0,0,low,-0.848694121,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,Low,20-05-2020,Morning
a017112,22.733928,75.811111,madhya pradesh,indore,8,,daylight,50,3,1,0,low,-0.269353091,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,0,Medium,28-08-2016,Morning
a017113,13.035482,77.602823,karnataka,bengaluru,20,,darkness - lights lit,60,3,3,0,medium,-0.150059609,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,Low,12-04-2017,Night
a017114,26.827644,75.738024,rajasthan,jaipur,10,,daylight,80,4,0,0,high,0.000295492,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,1,0,High,09-07-2021,Evening
a017115,26.826173,80.953055,uttar pradesh,lucknow,4,,darkness - lights lit,80,4,0,0,low,-0.792775086,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,0,High,05-02-2025,Evening
a017116,16.156919,69.978874,various,rural area,18,,darkness - lights lit,60,4,0,0,high,-0.954049611,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,-1,Medium,07-05-2019,Evening
a017117,13.171031,84.35773,various,rural area,16,,daylight,30,1,1,0,low,-0.194906143,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0,Low,25-01-2025,Evening
a017118,26.871615,80.922939,uttar pradesh,lucknow,6,,daylight,60,2,0,0,medium,0.6255756668807775,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,High,13-07-2025,Morning
a017119,26.837285,80.960291,uttar pradesh,lucknow,12,,daylight,80,1,2,0,medium,-1.657481679,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,0,High,10-03-2017,Morning
a017120,26.049959,76.812399,madhya pradesh,jaipur-bhopal corridor,9,,daylight,40,3,0,0,low,0.008856715,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,High,02-12-2019,Night
a017121,17.695407,83.248692,andhra pradesh,visakhapatnam,21,,darkness - lights lit,40,1,1,0,low,-1.327584394,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,Low,23-08-2021,Morning
a017122,20.375647,81.604624,various,rural area,19,,darkness - lights lit,100,1,1,0,medium,1.1667424983983623,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,0,High,29-03-2022,Afternoon
a017123,22.079253,91.785777,various,rural area,10,,daylight,40,2,0,0,low,-0.181631005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,-1,High,27-10-2019,Night
a017124,23.100735,77.824559,telangana,bhopal-hyderabad corridor,19,,darkness - lights lit,80,2,3,0,high,1.0313183360685447,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,High,09-04-2021,Evening
a017125,15.240166,77.693739,uttar pradesh,lucknow-coimbatore corridor,9,,daylight,40,2,0,0,high,-1.356108554,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,Low,30-01-2025,Night
a017126,17.652022,83.21757,andhra pradesh,visakhapatnam,1,,darkness - lights lit,60,2,2,0,low,1.3791589344394557,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,Low,28-12-2025,Night
a017127,21.147654,79.116544,maharashtra,nagpur,6,,daylight,100,2,0,0,medium,-1.020358557,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,High,26-08-2017,Morning
a017128,28.69817,77.112114,delhi,delhi,23,,darkness - lights lit,60,2,0,0,low,-0.245033086,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,0,High,04-02-2016,Afternoon
a017129,19.200957,72.993502,maharashtra,thane,15,,daylight,100,1,1,0,low,-0.583565998,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,0,Medium,17-05-2020,Evening
a017130,22.670672,75.826789,madhya pradesh,indore,0,,darkness - lights lit,40,2,0,0,low,0.3540663282865157,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,0,Medium,18-03-2025,Morning
a017131,12.964821,77.62674,karnataka,bengaluru,14,,daylight,100,4,4,0,high,0.7964240280672783,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,Low,17-05-2022,Night
a017132,15.35426,80.188437,tamil nadu,chennai-hyderabad corridor,19,,darkness - lights lit,100,1,7,0,high,-0.841218225,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,Low,05-04-2019,Morning
a017133,23.232418,77.418177,madhya pradesh,bhopal,15,,daylight,80,3,0,0,low,-0.526867549,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,0,High,02-02-2019,Evening
a017134,23.268831,77.363857,madhya pradesh,bhopal,7,,daylight,120,1,1,1,high,-0.785614038,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,High,08-03-2018,Afternoon
a017135,48.88734303237939,101.3383752825664,madhya pradesh,chennai-bhopal corridor,15,,daylight,30,2,0,0,low,-1.747380111,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,-1,High,27-10-2020,Morning
a017136,26.831861,80.963719,uttar pradesh,lucknow,3,,darkness - lights lit,60,2,4,1,high,0.4644892811729914,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,0,High,18-08-2025,Morning
a017137,21.179992,79.127508,maharashtra,nagpur,1,,darkness - lights lit,60,2,4,0,high,-0.551566315,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,High,20-09-2025,Evening
